ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.027989661321043968,0.0018516548443585634,0.0434749461710453,0.18534119427204132,0.7413425445556641
2,0.6730727553367615,0.001010121894069016,0.014829419553279877,0.25074905157089233,0.06033865362405777
3,0.3521718382835388,0.0019180693197995424,0.013863378204405308,0.14936238527297974,0.48268434405326843
4,0.26529747247695923,0.0032607826869934797,0.02069118618965149,0.18369732797145844,0.5270532369613647
5,0.4317159354686737,0.0010609914315864444,0.0050401827320456505,0.478130578994751,0.08405229449272156
6,0.18571755290031433,0.0012919780565425754,0.018373917788267136,0.5702812671661377,0.22433528304100037
7,0.25251561403274536,0.09880760312080383,0.3835184872150421,0.0819186195731163,0.1832396388053894
8,0.829698383808136,0.0070422496646642685,0.007207553833723068,0.026844128966331482,0.12920770049095154
9,0.8654458522796631,0.000715336122084409,0.0021742398384958506,0.09620992094278336,0.035454630851745605
10,0.5069469213485718,0.0008758509065955877,0.05008566379547119,0.3615435063838959,0.08054806292057037
11,0.76235032081604,0.0007544169784523547,0.003483958775177598,0.14304648339748383,0.09036482125520706
12,0.0347466804087162,0.001977651147171855,0.2568073868751526,0.27282944321632385,0.4336388409137726
13,0.7273898124694824,0.001845993916504085,0.010449668392539024,0.09510980546474457,0.16520465910434723
14,0.8416252732276917,0.0027302640955895185,0.006921950727701187,0.04483193904161453,0.1038905531167984
15,0.8836171627044678,0.0006068975781090558,0.0052348412573337555,0.07542746514081955,0.03511367365717888
16,0.790398895740509,0.000980924814939499,0.003631068393588066,0.141480952501297,0.06350809335708618
17,0.149788498878479,0.0014773166039958596,0.053074829280376434,0.6310188174247742,0.16464054584503174
18,0.6097031235694885,0.0008236142457462847,0.0040320055559277534,0.36420777440071106,0.02123349905014038
19,0.22592289745807648,0.002010307740420103,0.031530700623989105,0.22331292927265167,0.5172231793403625
20,0.008687558583915234,0.011501777917146683,0.1937405914068222,0.02302021160721779,0.7630499005317688
21,0.6193634271621704,0.0016854989808052778,0.022886034101247787,0.2493424415588379,0.10672261565923691
22,0.0006737036164849997,0.006337185390293598,0.09485731273889542,0.0027989798691123724,0.8953328728675842
23,0.6287864446640015,0.0008169014472514391,0.0090284189209342,0.1328331083059311,0.22853514552116394
24,0.0009000664576888084,0.0034194206818938255,0.015502451919019222,0.001310492167249322,0.9788675308227539
25,0.7360728979110718,0.0008495448273606598,0.012589318677783012,0.1581840217113495,0.09230419993400574
26,0.14847709238529205,0.004433584865182638,0.0984056293964386,0.037655387073755264,0.7110282778739929
27,0.942458987236023,0.0004057087062392384,0.0012132929405197501,0.005169427487999201,0.050752587616443634
28,0.01777951791882515,0.03859984502196312,0.22462192177772522,0.01665322855114937,0.7023454904556274
29,0.3325967788696289,0.0010987718123942614,0.06413052976131439,0.4342477023601532,0.16792625188827515
30,0.3669358789920807,0.0010657645761966705,0.02864179015159607,0.5142600536346436,0.08909653127193451
31,0.19712106883525848,0.003854877082630992,0.029842257499694824,0.11036957800388336,0.6588122248649597
32,0.9355034232139587,0.00047878679470159113,0.0006593252182938159,0.02313915826380253,0.04021928086876869
33,0.10330083221197128,0.002817712491378188,0.0907820537686348,0.03689906373620033,0.7662003636360168
34,0.9819818139076233,0.0008003732655197382,0.00108648044988513,0.008505003526806831,0.007626363076269627
35,0.5963626503944397,0.011698689311742783,0.011090133339166641,0.0057263425551354885,0.37512218952178955
36,0.465219646692276,0.0011265607317909598,0.02486233599483967,0.279199481010437,0.2295919507741928
37,0.05271676555275917,0.009443382732570171,0.1311921328306198,0.009093941189348698,0.7975537180900574
38,0.9461598992347717,0.0003336319059599191,0.0007794701377861202,0.02574281208217144,0.026984192430973053
39,0.17354527115821838,0.0007270184578374028,0.00772767374292016,0.41513586044311523,0.4028642177581787
40,0.36227354407310486,0.0015764428535476327,0.022254275158047676,0.05377305671572685,0.5601226687431335
41,0.05135034769773483,0.002774914726614952,0.01763843558728695,0.3776749074459076,0.5505614280700684
42,0.0008325680391862988,0.00985567457973957,0.011731812730431557,0.0014292000560089946,0.9761507511138916
43,0.5635189414024353,0.002585588488727808,0.012571354396641254,0.09617599099874496,0.3251481056213379
44,0.00115468620788306,0.044174011796712875,0.021313535049557686,0.0028354653622955084,0.9305222630500793
45,0.11468283087015152,0.003576157847419381,0.13454216718673706,0.04415397346019745,0.7030448913574219
46,0.29563257098197937,0.004510026425123215,0.015864351764321327,0.029156487435102463,0.6548365354537964
47,0.2698579430580139,0.004287690855562687,0.03284457325935364,0.23728936910629272,0.45572036504745483
48,0.5630188584327698,0.002134817186743021,0.033964209258556366,0.2576081156730652,0.1432739645242691
49,0.28919610381126404,0.001057974062860012,0.033266544342041016,0.42745283246040344,0.24902655184268951
50,0.05321293696761131,0.0023109696339815855,0.02562810853123665,0.16245269775390625,0.7563952803611755
51,0.2830115854740143,0.05624375864863396,0.0497359074652195,0.015704313293099403,0.5953044295310974
52,0.21762236952781677,0.0018049542559310794,0.022291144356131554,0.595240592956543,0.16304095089435577
53,0.9612247943878174,0.0008012299658730626,0.00168544368352741,0.009420156478881836,0.02686830423772335
54,0.21103344857692719,0.006526766810566187,0.05063183978199959,0.006627143360674381,0.7251808047294617
55,0.01298651471734047,0.013621164485812187,0.4296887218952179,0.044804226607084274,0.49889931082725525
56,0.38396355509757996,0.004934897646307945,0.06089490279555321,0.16497883200645447,0.38522782921791077
57,0.6638675332069397,0.0008831666200421751,0.005941540934145451,0.2729089856147766,0.05639877915382385
58,0.0006547736702486873,0.02170625329017639,0.03570123016834259,0.0020589609630405903,0.9398787617683411
59,0.0017590763745829463,0.008674259297549725,0.023107975721359253,0.002519676461815834,0.9639390110969543
60,0.7226523160934448,0.0006930534727871418,0.004050245508551598,0.021782469004392624,0.25082191824913025
61,0.6987607479095459,0.0025775907561182976,0.06131797656416893,0.04686654731631279,0.1904771625995636
62,0.13521157205104828,0.0007974213804118335,0.11699869483709335,0.5172857642173767,0.2297065258026123
63,0.3345344662666321,0.0013303799787536263,0.017601264640688896,0.4083651006221771,0.23816873133182526
64,0.0010306326439604163,0.029415147379040718,0.025148341432213783,0.0021133609116077423,0.9422924518585205
65,0.003343797754496336,0.01319372933357954,0.03416689112782478,0.0016751013463363051,0.9476204514503479
66,0.7903121113777161,0.0007985263946466148,0.004873340483754873,0.16701604425907135,0.03699997812509537
67,0.9637508392333984,0.0005660390015691519,0.0009944046614691615,0.010379059240221977,0.024309594184160233
68,0.09208853542804718,0.009814217686653137,0.1415151208639145,0.4008398950099945,0.3557422161102295
69,0.4126444458961487,0.0010856646113097668,0.02569844201207161,0.46394264698028564,0.09662884473800659
70,0.002072097733616829,0.0047237202525138855,0.020697101950645447,0.0022710366174578667,0.9702360033988953
71,0.008061526343226433,0.009472529403865337,0.02360391803085804,0.01178696472197771,0.9470750093460083
72,0.954103946685791,0.00037515864823944867,0.0009410023922100663,0.02438114397227764,0.020198708400130272
73,0.0009106825455091894,0.03535573184490204,0.11962033063173294,0.002756950445473194,0.8413562774658203
74,0.3242228925228119,0.001662967260926962,0.014304464682936668,0.24562326073646545,0.41418638825416565
75,0.0012212397996336222,0.014819498173892498,0.019143246114253998,0.0027626894880086184,0.9620533585548401
76,0.6141958832740784,0.050308164209127426,0.02054406888782978,0.013173573650419712,0.30177831649780273
77,0.8715276718139648,0.0005965052405372262,0.0018447705078870058,0.00496992701664567,0.12106112390756607
78,0.04950081929564476,0.005627620033919811,0.15490171313285828,0.008075197227299213,0.7818946838378906
79,0.3523087203502655,0.0011815299512818456,0.026365987956523895,0.29345211386680603,0.3266916871070862
80,0.9687010049819946,0.0015877605183050036,0.0018615330336615443,0.004368022549897432,0.02348170429468155
81,0.0007202563574537635,0.006117586046457291,0.009249589405953884,0.0015914889518171549,0.98232102394104
82,0.0005418728105723858,0.0037854511756449938,0.014999117702245712,0.0029149679467082024,0.977758526802063
83,0.7349638938903809,0.0008102389983832836,0.007160003297030926,0.19866091012954712,0.05840499699115753
84,0.002453290158882737,0.05610966309905052,0.05754542723298073,0.004107112996280193,0.8797845244407654
85,0.492398202419281,0.0008118633413687348,0.02394160069525242,0.442627489566803,0.04022078588604927
86,0.019902966916561127,0.01565691828727722,0.14471034705638885,0.006598415784537792,0.8131313920021057
87,0.035621821880340576,0.002374257892370224,0.32944440841674805,0.42986583709716797,0.2026936411857605
88,0.4554677903652191,0.0018366242293268442,0.11569713056087494,0.2274400144815445,0.19955842196941376
89,0.005153394304215908,0.005046369042247534,0.16536840796470642,0.00996848288923502,0.8144633173942566
90,0.7518858313560486,0.001170053263194859,0.0019083599327132106,0.013849468901753426,0.23118627071380615
91,0.0036430105101317167,0.005955817643553019,0.07145751267671585,0.005148950964212418,0.9137946963310242
92,0.0025321163702756166,0.00498417392373085,0.07702413201332092,0.0038098287768661976,0.911649763584137
93,0.8222371339797974,0.0014705951325595379,0.003504611551761627,0.011083017103374004,0.16170461475849152
94,0.4697752296924591,0.0012072122190147638,0.013370588421821594,0.3314673602581024,0.1841796189546585
