ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.04338312894105911,0.004307970404624939,0.03899141773581505,0.24647779762744904,0.6668397188186646
2,0.6733715534210205,0.0012490939116105437,0.011467475444078445,0.2622292637825012,0.05168261006474495
3,0.3806557059288025,0.003613792359828949,0.017024638131260872,0.14908218383789062,0.4496236741542816
4,0.27103686332702637,0.0067207301035523415,0.03680393844842911,0.2035094052553177,0.48192909359931946
5,0.47399768233299255,0.0017964972648769617,0.010799258947372437,0.42092543840408325,0.09248118102550507
6,0.21751390397548676,0.0017116190865635872,0.029485389590263367,0.5580611824989319,0.19322794675827026
7,0.19027496874332428,0.0900406762957573,0.42772725224494934,0.09897579252719879,0.19298133254051208
8,0.738518238067627,0.005993480794131756,0.013496912084519863,0.03605581074953079,0.20593556761741638
9,0.8760479688644409,0.0010338480351492763,0.003950333222746849,0.07827583700418472,0.04069199040532112
10,0.4961881935596466,0.0018077987479045987,0.05161610245704651,0.3548460006713867,0.09554196894168854
11,0.7854573130607605,0.0015961596509441733,0.005084651987999678,0.12089800834655762,0.08696383982896805
12,0.03520448878407478,0.0031718292739242315,0.26654794812202454,0.27098846435546875,0.4240873157978058
13,0.7070204019546509,0.0015958519652485847,0.019080139696598053,0.10553117096424103,0.1667724996805191
14,0.7580567002296448,0.0036456710658967495,0.018793698400259018,0.06263919919729233,0.156864732503891
15,0.7964461445808411,0.0032947813160717487,0.007470596116036177,0.14664404094219208,0.04614446684718132
16,0.8192453384399414,0.0014984516892582178,0.004788012709468603,0.11485764384269714,0.05961048975586891
17,0.2541743814945221,0.0022305394522845745,0.04462900385260582,0.5864140391349792,0.11255205422639847
18,0.5665839314460754,0.001713158213533461,0.012065350078046322,0.3753480315208435,0.044289495795965195
19,0.2733812630176544,0.005377391818910837,0.04088279604911804,0.19420839846134186,0.4861501157283783
20,0.00994084868580103,0.010511401109397411,0.284036785364151,0.02293589524924755,0.672575056552887
21,0.653810977935791,0.002506468677893281,0.025207703933119774,0.21111838519573212,0.1073564887046814
22,0.0012401685817167163,0.009980299510061741,0.04833429306745529,0.003613530658185482,0.9368317723274231
23,0.6069923639297485,0.0017279913881793618,0.014495095238089561,0.18475289642810822,0.1920316517353058
24,0.0015098531730473042,0.005326129961758852,0.024020966142416,0.002874344354495406,0.9662687182426453
25,0.6955435276031494,0.0012231377186253667,0.00974246021360159,0.16907140612602234,0.12441945821046829
26,0.17137013375759125,0.0053450921550393105,0.05028687044978142,0.03630382567644119,0.7366940975189209
27,0.922290563583374,0.0006590998382307589,0.0028808058705180883,0.007284470833837986,0.06688501685857773
28,0.038325533270835876,0.03581248223781586,0.19306695461273193,0.01847842149436474,0.7143166065216064
29,0.36472073197364807,0.0017384280217811465,0.037102896720170975,0.48061126470565796,0.11582673341035843
30,0.40732985734939575,0.0018747932044789195,0.025157200172543526,0.4602561891078949,0.10538201779127121
31,0.23853205144405365,0.004045027308166027,0.05123841017484665,0.15057532489299774,0.5556091666221619
32,0.9083364605903625,0.0009925063932314515,0.002213220577687025,0.038088321685791016,0.05036944895982742
33,0.14637258648872375,0.003551990957930684,0.058934055268764496,0.035207197070121765,0.7559341192245483
34,0.9764581918716431,0.0013456931337714195,0.002042243955656886,0.01047369372099638,0.009680114686489105
35,0.41869688034057617,0.022478874772787094,0.024807974696159363,0.009128641337156296,0.5248876810073853
36,0.39670491218566895,0.002106573199853301,0.022912446409463882,0.26599133014678955,0.31228476762771606
37,0.11654943227767944,0.01025084313005209,0.21832671761512756,0.01274534035474062,0.6421276926994324
38,0.9412813186645508,0.0006543950876221061,0.0024472451768815517,0.02871609851717949,0.026900945231318474
39,0.21536406874656677,0.0016100050415843725,0.015516787767410278,0.39470627903938293,0.37280288338661194
40,0.34899580478668213,0.002437448361888528,0.027909163385629654,0.04939117655158043,0.5712664127349854
41,0.07755721360445023,0.00364371738396585,0.02655419521033764,0.29851868748664856,0.5937261581420898
42,0.0012483031023293734,0.008709454908967018,0.023369472473859787,0.002497150329872966,0.9641757011413574
43,0.6207818388938904,0.0025122296065092087,0.013622669503092766,0.10089558362960815,0.2621876895427704
44,0.002606126479804516,0.03448186069726944,0.03293220326304436,0.0036083825398236513,0.9263713955879211
45,0.13988864421844482,0.00408612797036767,0.1013597771525383,0.047558534890413284,0.70710688829422
46,0.3220987319946289,0.003855288028717041,0.03060309775173664,0.04411626234650612,0.5993266105651855
47,0.31819990277290344,0.0043408796191215515,0.044841598719358444,0.21096602082252502,0.42165157198905945
48,0.49915575981140137,0.002162113320082426,0.0637149065732956,0.2740982472896576,0.16086898744106293
49,0.2761554419994354,0.0019167019054293633,0.0328892283141613,0.4311652183532715,0.25787344574928284
50,0.054308563470840454,0.0035756456200033426,0.03215685114264488,0.18251095712184906,0.7274479866027832
51,0.27150654792785645,0.04136272147297859,0.042279403656721115,0.017525382339954376,0.6273259520530701
52,0.2183561772108078,0.0019865226931869984,0.03355632722377777,0.6074184775352478,0.13868248462677002
53,0.9435223340988159,0.0010321303270757198,0.003296708920970559,0.011294410564005375,0.04085445776581764
54,0.2293010801076889,0.011219609528779984,0.045295193791389465,0.008694371208548546,0.7054897546768188
55,0.021934442222118378,0.012685753405094147,0.3855006694793701,0.05658037215471268,0.5232987403869629
56,0.3992052376270294,0.004181229509413242,0.06311368942260742,0.1952008157968521,0.338299036026001
57,0.5710971355438232,0.001886754180304706,0.012169457972049713,0.323175311088562,0.09167128801345825
58,0.0012280092341825366,0.027717459946870804,0.0390787348151207,0.0033973047975450754,0.9285784959793091
59,0.004152772948145866,0.006901629734784365,0.03000471368432045,0.003944735042750835,0.9549961686134338
60,0.7701071500778198,0.0010968579445034266,0.006863902788609266,0.02548348903656006,0.19644859433174133
61,0.5974065661430359,0.0029050451703369617,0.05079001560807228,0.046166662126779556,0.3027316629886627
62,0.14084039628505707,0.0014805615646764636,0.12614257633686066,0.5384840965270996,0.19305236637592316
63,0.3547213673591614,0.002287427894771099,0.01852203533053398,0.358875572681427,0.26559364795684814
64,0.0014787698164582253,0.02976098097860813,0.033438146114349365,0.00315780914388597,0.9321643114089966
65,0.004834563937038183,0.01969372294843197,0.05264562740921974,0.0028703275602310896,0.9199557304382324
66,0.7842164635658264,0.0014673463301733136,0.006491051521152258,0.16170938313007355,0.046115756034851074
67,0.9604145288467407,0.0007786412024870515,0.0026842595543712378,0.013473647646605968,0.022648891434073448
68,0.10057957470417023,0.008211073465645313,0.11107739061117172,0.4750920534133911,0.3050399720668793
69,0.41927385330200195,0.0018648159457370639,0.0235485527664423,0.4496695399284363,0.10564325749874115
70,0.004203352145850658,0.004957716446369886,0.029250577092170715,0.0042243958450853825,0.9573639631271362
71,0.016695786267518997,0.015091652981936932,0.06415864825248718,0.020446207374334335,0.8836077451705933
72,0.9547979831695557,0.0005940328701399267,0.0024501860607415438,0.02483052760362625,0.017327269539237022
73,0.001755115226842463,0.032591309398412704,0.10767746716737747,0.006483370438218117,0.851492702960968
74,0.32855847477912903,0.002677081385627389,0.02092406526207924,0.28011849522590637,0.36772188544273376
75,0.0017790439305827022,0.011448057368397713,0.020296094939112663,0.0041364445351064205,0.9623402953147888
